wind speed (m/s);significant wave height (m)
2.4228862851061193;3.095630709839186
2.3102499683671223;3.015829823308328
2.200325266584307;2.9365430901227736
2.0973274180329566;2.8566288794248993
1.993580564873908;2.7777389519649
1.8936544533929056;2.698664904426044
1.7935528768693774;2.6200275496742225
1.698032530464532;2.540801351704757
1.6089247918442453;2.460689333029678
1.5188522214198252;2.380714720094126
1.4293295826255836;2.3004371540547477
1.3433028044732138;2.2193633583707784
1.2567883103082413;2.1377904095446945
1.1731067850578947;2.055242303672756
1.0911613680458319;1.9717025317395938
1.0118966665498106;1.8869925624667205
0.9321189408850923;1.8011378253359014
0.8565905747869632;1.7137965420208938
0.7804387195971656;1.624986182958494
0.7067273913928657;1.5344716492352075
0.632561536816754;1.4420901467804625
0.5616860641137567;1.3476912488871118
0.49489106606204963;1.2511912465235278
0.42799094269425836;1.1522821169499697
0.3632379825643689;1.050836649630487
0.3093191513602988;0.9473215570247229
0.2590965798950042;0.8412198017491648
0.23335300241863177;0.7345126600806784
0.21443522131289344;0.6257921288704077
0.19772038696988675;0.5143828207819126
0.1835716261422477;0.40005234161143843
0.17378550372804621;0.28278940296304134
0.1842233962732851;0.16513769054298147
0.5248564474618284;0.10715116088238488
1.1080072630309659;0.10635583456181999
1.62821739252754;0.10633634813667667
2.093423786865328;0.10633127716446503
2.5128795533898596;0.10633851153069432
2.8939204299760006;0.1063624099423335
3.242335571645559;0.106381385373068
3.56316881367278;0.10648594331973181
3.8631699354996734;0.10768825114459327
4.151430701511251;0.11241857572274568
4.426341265559838;0.11969512407854979
4.686747611164422;0.12853118712515824
4.932262489735367;0.13810454316354392
5.163524726302303;0.1479708100744598
5.382309939606202;0.15827998439999716
5.589051452802665;0.1685726713059851
5.784617830856062;0.1786152830409522
5.970766293605411;0.18880323747767275
6.147588935202124;0.19854131723909582
6.3168203387338515;0.20842627043582326
6.478496465228875;0.21786991334180356
6.633936645499891;0.2273748130751317
6.7835141140744115;0.23671518256074883
6.927683337452772;0.245717834013815
7.067355225096563;0.25484108250692167
7.2028335140625;0.2639044465169223
7.334451497195654;0.2727095598712681
7.462679819779442;0.28128790827557115
7.588109836491679;0.2902214286051079
7.710880864676573;0.2990404079336485
7.831338212979147;0.3076931892971096
7.949832626492168;0.3162049676764932
8.066675167769363;0.32479510336551076
8.182077541054307;0.33371622938230766
8.29634284956618;0.3425494551433206
8.409762746961782;0.35131732679687816
8.522620483552332;0.3600417408746442
8.63518508847228;0.368758938196146
8.747301678240724;0.37810688224690125
8.859556890584473;0.3874663842310613
8.972225607862814;0.3968603630130016
9.085586770715034;0.4063120758242786
9.19992616586781;0.4158453507026247
9.315278420732058;0.4256967189875108
9.431500636770767;0.4361710995117398
9.549461496903408;0.44680217314040904
9.669494908325442;0.4576200328380502
9.791956931869144;0.4686567681377506
9.917230305546088;0.47994687281970905
10.044772820968722;0.49200382382531677
10.175118868041153;0.5047303777920518
10.309365518982817;0.5178377737310565
10.44803344064081;0.5313768478193928
10.591700529807323;0.545404023975378
10.740154223464728;0.5602819910896594
10.892761094522784;0.5764634760083512
11.052083504491291;0.5933570349696263
11.218990430932056;0.6110548089577906
11.394474562192135;0.6296620564805737
11.576202151353806;0.650147336448344
11.766840346551039;0.6721598400169526
11.96910935810416;0.6955153241266588
12.184648632413795;0.7204030914495058
12.408513811788675;0.7482585683284135
12.647160310879208;0.7783597617110448
12.904219348756648;0.8107833834251289
13.174626151270976;0.8469489017665213
13.46224999925286;0.8869262793002389
13.693775919176627;0.9390033406244022
13.960888752498493;0.9926280936317069
14.194237890935645;1.0546082030478579
14.476378445752355;1.1184133077967968
14.720881178535265;1.1904303907279705
14.972574752044189;1.2676143973921874
15.237373497252829;1.3502346704609751
15.513561085630165;1.438978590326839
