wind speed (m/s);significant wave height (m)
3.22998560480037;0.10263483657969663
3.5515424530503386;0.10270122730567417
3.849168039199291;0.10279974560994135
4.126110700771753;0.1029392247788296
4.385060504168763;0.10311978837480808
4.628386468668299;0.10338556840396554
4.858043155531017;0.10375987768084498
5.075646943442099;0.10424175210819689
5.282526308545502;0.10479597740207693
5.47890294209401;0.10484302966272813
5.666881332177066;0.10488874949376215
5.847436015679025;0.10494467424460716
6.021402827475757;0.10500466090184131
6.189572283359405;0.1050977792447852
6.352617574285161;0.10522919214418684
6.5110925980986645;0.10535220033171339
6.665516577844058;0.10541994539851361
6.816498214169593;0.10553258576918753
6.9644525401684305;0.10562771928175035
7.10989108636421;0.10581911761958578
7.253121808479484;0.10595319852631807
7.394582928356687;0.1061110110782743
7.534638693800893;0.106291958498282
7.67366023814574;0.10660188189969702
7.811940978491204;0.10687267171582515
7.949832626492168;0.10703503317342372
8.0876801926641;0.10732905304833029
8.225806875600686;0.10762630374444247
8.364548696627763;0.10793570505441384
8.504202672116108;0.10837388673036615
8.645136910670605;0.10883712035130502
8.787741743430914;0.10927605646099409
8.932268588487116;0.10989682745087714
9.079204997609096;0.11052803582192894
9.22879603714456;0.11137579750816724
9.38143421606482;0.11244290577700229
9.537399918352126;0.11386233686993358
9.697346855449899;0.11544793149174268
9.862002182112553;0.11705772146372513
10.031481915838889;0.119051839154648
10.205645137305039;0.12188304144873577
10.384945213912225;0.12556605842117963
10.569389555005925;0.1303896409261324
10.758287934105475;0.13694998966342295
10.954225153041932;0.14420242344331025
11.157016489634614;0.1526168886519961
11.360929620339714;0.16482448465382604
11.571297680515087;0.1786605443540043
11.766150702906295;0.20207411976394202
11.947951040165226;0.2329686873264051
12.131177824182348;0.26599749044199794
12.316999867401291;0.3009075278928662
12.530149316181836;0.33135255702012156
12.714751573609133;0.3725013523567926
12.915362203008849;0.4126937784828753
13.115594890913005;0.45620577824981645
13.316599156353103;0.5028056021561081
13.523590645703605;0.5516336120675525
13.726890690542382;0.6045594585944793
13.933505294489507;0.6604353781427236
14.151734547706528;0.7183726726569636
14.36318744966265;0.7810928789672557
14.586195097770108;0.8464872220328922
14.812330191555748;0.9158781769688162
15.044076541755786;0.9893007019463731
15.284251103359509;1.066912534290303
15.526504972894516;1.1494961363116292
15.771064192046174;1.2372725887688427
16.015539321128298;1.3305617900039475
16.26754136596213;1.429459490888717
